Name	control_1	control_2	control_3	NVP64wt_1	NVP64wt_2	NVP64wt_3	NVP64cu_1	NVP64cu_2	NVP64cu_3
AT5G07480.2	0	0	0	0	0	0	0	0	0
AT5G35360.1	84.6723	92.9597	85.2408	77.9526	89.0009	82.7853	92.7158	88.9266	91.7261
AT5G07480.1	0	0	0	0	0	0	0	0	0
AT5G07475.1	21.7536	23.3514	27.0059	26.1604	18.2315	25.1147	19.0366	16.459	22.9922
AT5G07470.1	67.4515	52.0532	64.0872	58.0873	62.7999	61.5855	51.5889	57.3778	63.0792
jgi|MoeNVP64_1|42558|CE42037_78	NA	NA	NA	0	0	0	0	0	0
AT5G07450.1	4.48243	3.31071	2.77113	2.55055	3.04723	2.76759	2.13942	2.28597	2.54333
AT5G07440.3	0.354797	0.1473	0.675755	0.350818	0.212514	0.116574	0	1.4222	0.994897
AT5G07440.1	70.0876	59.1621	67.6102	65.9349	82.8513	64.7595	56.7403	70.6827	73.3522
AT5G07410.1	0	0	0	0	0	0	0	0	0
AT5G07400.6	0	0	0	0	0	0	0	0	0
AT5G07400.3	0	0.043507	0	0	0.093621	0	0.036217	0.029529	0.227378
jgi|MoeNVP64_1|355158|fgenesh1_kg.17_#_237_#_TRINITY_DN4751_c0_g2_i1	NA	NA	NA	0	0	0	0	0	0
AT5G07400.2	0	0.167287	0	0.100831	0.175279	0.179052	0.113506	0	0
AT5G07390.2	0.74376	0.526807	0.469082	0.263521	0.372062	0.830857	0.611751	0.258831	0.566778
AT5G07380.1	0.268142	0.404748	0.463246	0.268221	0.330336	0.221142	0.18492	0.40076	0.465276
jgi|MoeNVP64_1|176221|CE175700_6679	NA	NA	NA	0.530268	0	1.35092	0	0	1.69067
AT5G07360.1	12.2389	11.3328	10.7932	11.7904	12.0687	11.991	10.0851	11.6952	13.1571
AT5G07350.2	0	0	0	0	0	0	0	0	0
AT5G07340.2	15.3583	15.1898	17.19	15.5725	18.1826	15.0504	17.0512	15.1629	17.8431
AT5G07320.1	5.6614	5.55382	5.35361	5.2291	6.47065	5.87566	5.92348	5.67749	5.68162
AT5G07310.1	0.053524	0	0.026994	0	0	0	0	0	0
AT5G07300.1	19.0104	18.0799	19.9703	17.6144	19.1981	19.5367	18.4658	20.0385	22.1635
AT5G07290.1	5.91838	5.18381	5.5374	5.59009	6.55957	6.07834	5.54478	5.78557	6.26715
AT5G07280.1	0.423297	0.215823	0.17607	0.228077	0.204886	0.193684	0.138494	0.111209	0.161596
jgi|MoeNVP64_1|70880|CE70359_197	NA	NA	NA	0	0	0	0	0	0
AT5G07270.1	14.4306	12.1253	12.1185	12.5016	12.3282	13.1687	10.9413	11.3078	12.8182
AT5G07250.1	9.54104	8.63745	9.40134	8.68396	9.49555	9.56866	9.3798	9.33436	10.4973
AT5G07225.1	0	0	0	0	0	0	0	0	0
AT5G09520.1	37.1367	43.7166	42.0394	42.2821	32.9505	42.55	25.3617	20.8594	31.4835
AT5G07220.1	67.0915	52.7344	59.7146	61.1529	58.7736	62.4783	45.0261	64.5036	66.8993
AT5G07210.2	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|65808|CE65287_9	NA	NA	NA	0	0	0	0	0	0
AT5G07210.1	0	0	0	0	0	0	0	0	0
AT5G07200.1	0.487642	0.342403	0.31152	0.254864	0.364238	0.234468	0.3625	0.214789	0.210672
AT5G07190.2	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|334413|fgenesh1_kg.3_#_649_#_TRINITY_DN348_c0_g2_i1	NA	NA	NA	0.019444	0.011909	0.037153	0.009573	0.010534	0.030997
jgi|MoeNVP64_1|283859|e_gw1.16.196.1	NA	NA	NA	0.002062	0.002526	0.005254	0	0.002235	0
jgi|MoeNVP64_1|257251|gw1.7.197.1	NA	NA	NA	0	0	0	0	0	0
AT5G07180.2	0	0	0.043348	0.021391	0.072061	0	0.02633	0.046357	0
jgi|MoeNVP64_1|336812|fgenesh1_kg.4_#_1167_#_TRINITY_DN10253_c0_g1_i1	NA	NA	NA	0.018795	0	0	0.009253	0	0.019975
AT5G07170.2	0	0	0	0	0.018592	0	0	0	0.016131
AT5G07170.1	0	0	0	0	0	0	0	0	0
AT5G07165.1	0.055982	0.188888	0.056502	0.160958	0.074993	0.153081	0.106073	0.379284	0.351894
AT5G07140.1	3.12292	3.70139	3.10125	2.82137	3.30137	3.31496	3.38356	3.19396	3.72349
jgi|MoeNVP64_1|109322|CE108801_4541	NA	NA	NA	0.03627	0.01481	0.0154	0.011905	0	0
AT5G57035.1	5.93328	4.19163	4.97578	5.78902	6.08987	5.89929	3.97851	5.98813	5.78456
AT5G07110.1	22.8821	21.8507	20.1271	19.3338	19.8263	20.5764	20.557	24.2927	19.577
AT5G07100.2	0	0	0	0	0	0	0	0	0
AT5G07090.2	0	0	0	0	0	0	0	0	0
AT5G07090.1	329.897	360.676	330.914	315.66	358.421	338.268	368.351	341.818	349.477
AT5G07060.2	0.017743	0.065002	0.089486	0.015456	0.056799	0	0.030438	0.033494	0.065704
AT5G07060.1	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|347866|fgenesh1_kg.10_#_1288_#_TRINITY_DN8089_c0_g1_i1	NA	NA	NA	0.046882	0.05743	0	0.046165	0	0.049826
AT5G07050.1	0	0	0	0	0.032304	0	0	0.014287	0
AT5G07010.1	4.03951	4.34026	5.37982	5.20954	6.56818	5.39414	4.04982	3.56512	4.58143
AT5G06990.1	3.3285	1.93316	1.938	1.8622	1.99241	1.95172	1.32304	2.75848	2.5052
AT5G06980.4	0.174728	0.172664	0.327921	0.136476	0	0.192684	0.558511	0.185718	0
AT5G06980.3	0	0	0	0	0	0	0	0	0
AT5G06970.1	18.3441	18.2896	16.9402	15.6479	19.0568	16.9418	17.4633	18.4762	18.3509
AT5G06950.1	8.78936	8.44338	8.39278	8.67703	8.54505	8.56057	9.04677	8.55394	9.13134
AT5G15600.1	25.296	22.3789	25.5155	17.8153	22.168	20.0657	15.0496	21.4373	22.3219
AT5G06920.1	0	0	0	0	0	0	0	0	0
AT5G06910.1	14.4838	15.11	13.7629	13.9951	15.4294	14.9801	12.9581	13.4442	14.2965
AT5G06905.1	2.18473	2.18281	2.05899	2.73926	1.86027	2.11806	1.94964	1.60382	2.98272
AT5G06900.1	4.06889	4.24846	3.98922	6.46316	5.04709	6.31057	3.95929	4.01254	6.51015
AT5G06890.1	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|347857|fgenesh1_kg.10_#_1279_#_TRINITY_DN19589_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT5G06860.1	12.0512	13.2375	10.028	7.06072	9.35787	7.36859	7.75676	8.83047	6.85302
AT5G06850.1	5.41539	5.77598	5.54472	6.09208	6.49719	6.97508	6.4773	6.70379	7.44444
AT5G06839.2	1.39997	0.76588	1.01752	0.861663	0.532984	0.921139	0.251528	0.391134	0.859984
AT5G23170.1	2.43131	2.22674	2.16943	2.16673	2.59433	2.86376	2.67897	2.08297	2.51052
AT5G06839.1	0	0	0	0	0	0	0	0	0
AT5G06830.1	13.1107	12.8721	12.3979	11.6915	13.1708	11.6932	12.4022	12.3158	13.0976
jgi|MoeNVP64_1|356813|fgenesh1_kg.19_#_126_#_TRINITY_DN963_c0_g1_i2	NA	NA	NA	0	0	0.022118	0	0	0.018454
AT5G06811.1	2.58731	2.44979	2.35467	2.4232	2.38716	2.3528	2.28598	2.34105	2.49428
jgi|MoeNVP64_1|403951|MIX11197_96_93	NA	NA	NA	0	0	0	0	0	0
AT5G06810.1	2.01032	1.94638	1.76705	1.7428	1.94082	2.0288	2.03635	1.91551	1.85221
AT5G44750.1	0.943134	2.26621	1.88611	0.772949	1.73085	1.98855	3.27868	4.63909	2.93222
AT5G06800.2	1.16308	1.42164	1.95765	1.37924	1.75657	2.92077	1.96937	2.12034	1.84643
AT5G06800.1	10.2906	11.6027	8.83791	10.6244	11.5757	10.6509	8.96549	12.7854	12.5121
AT5G06780.1	13.5752	12.6194	13.0976	11.825	13.443	12.8497	12.7612	13.9463	13.0949
AT5G06770.6	0	0	0	0.107362	0	0.165779	0.1106	0	0
AT5G06770.5	0	0	0	0	0	0	0	0	0
AT5G06770.1	5.23855	4.95832	5.50725	5.52518	6.05825	5.38961	5.28029	6.51862	5.45826
AT5G06760.1	0.637357	0.408612	0.771464	0.055519	0.068009	0.14144	0	0.240628	0.177012
AT5G06750.2	0.49643	0.60089	0.679431	0.876534	0.54103	0	0.326825	0.458608	0.561435
jgi|MoeNVP64_1|346756|fgenesh1_kg.10_#_178_#_TRINITY_DN1033_c0_g1_i1	NA	NA	NA	0.014303	0	0	0	0	0
AT5G06740.2	3.64542	2.59168	3.52594	2.89269	2.72645	3.25994	1.88466	2.80443	3.2515
AT5G06740.1	0	0	0	0	0	0	0	0	0
AT5G06720.1	1.34021	0.77154	1.6029	1.40091	1.43008	1.80574	1.7736	0.777048	1.41796
AT5G06710.4	0.112547	0.656333	0.158442	0	0.112582	0.074523	0.093304	0.237789	0.083016
jgi|MoeNVP64_1|137614|CE137093_1927	NA	NA	NA	0	0	0	0	0	0.019136
AT5G06710.2	0	0.088357	0.359169	0	0.580306	0	0.227588	0.146345	0.399048
AT5G06710.1	2.56617	2.33442	3.12415	2.47517	3.08164	2.88525	3.06246	2.71984	3.31328
AT5G06700.1	18.1693	18.3189	18.5406	17.6879	17.7564	16.5125	19.139	20.3651	20.742
AT5G06690.4	0.080624	0.062857	0	0	0.164639	0.615857	0	0.440677	0.436565
AT5G06690.3	0	0	0	0	0.864286	0	0	0	0
jgi|MoeNVP64_1|88321|CE87800_1409	NA	NA	NA	0	0	0	0	0	0
AT5G06680.1	4.16474	4.23097	4.2138	4.2641	4.8337	4.23012	4.28121	4.29979	4.41905
AT5G06670.4	0	0	0.099512	0	0	0	0	0	0
AT5G06650.1	0.04444	0.122101	0.134475	0.116131	0.189678	0.246548	0.190588	0.083889	0.205702
AT5G06645.1	0.234383	0	0	0.068055	0.2501	0.173379	0.201039	0.294964	0.289334
AT5G06620.2	1.15933	1.26544	1.28222	1.23315	1.64995	1.22131	1.34703	1.559	1.57111
jgi|MoeNVP64_1|408591|estExt_fgenesh1_pg.C_1_t10229	NA	NA	NA	0	0	0	0	0	0.008109
AT5G06620.1	2.44855	3.30331	2.6111	2.89511	1.83127	3.38224	2.99618	2.79112	2.80017
AT5G06610.1	8.84099	8.88822	8.6956	8.12902	9.05428	8.98295	7.81569	9.28774	8.99996
AT5G06600.3	0	0	0	0	0	0	0	0	0
AT5G06600.2	2.43239	1.09726	1.54711	1.44584	1.59359	2.01642	1.57605	0.551193	1.6612
AT5G06590.2	0	0	0	0	0	0	0.092784	0	0.066226
AT5G06590.1	4.656	5.44983	4.71746	4.16486	4.87909	5.3284	5.69731	4.49311	4.78932
AT5G06580.1	5.21345	5.00347	5.18816	5.3156	5.43514	5.55205	4.81444	5.38263	5.9729
jgi|MoeNVP64_1|331860|fgenesh1_kg.2_#_662_#_TRINITY_DN162_c0_g2_i1	NA	NA	NA	0	0	0	0	0	0
AT5G21125.1	0	0	0	0	0	0	0	0	0
AT5G06570.3	6.93308	3.70825	5.79972	7.21489	7.06259	7.46719	2.82273	9.07406	9.00283
AT5G06550.1	8.58065	8.65089	8.2712	7.82602	8.34378	8.0749	8.98231	9.32892	8.48814
AT5G06540.1	0.690706	0.681884	0.678603	0.64854	0.593445	0.597193	0.723245	0.618058	0.739079
jgi|MoeNVP64_1|347992|fgenesh1_kg.11_#_39_#_TRINITY_DN2239_c0_g1_i1	NA	NA	NA	0.025116	0.030766	0.015996	0.012366	0	0.013346
AT5G57120.1	41.5075	45.482	46.1012	48.6935	44.7168	39.9425	52.9906	50.9776	55.8006
AT5G06530.4	0	0	0	0	0	0	0	0	0
AT5G06530.3	0	0	0	0.060834	0	0	0	0.214162	0
AT5G06530.1	0.651648	0.915122	0.496628	0.499642	0.64126	0.490073	0.51547	0.051069	0.26812
AT5G06520.1	0	0	0	0	0	0	0	0	0
AT5G06510.4	0	0	0	0	0	0	0	0	0
AT5G06510.3	0.25986	0	0.249934	0	0	0	0.101772	0	0
jgi|MoeNVP64_1|399307|MIX6553_1_11	NA	NA	NA	0	0	0	0	0	0
AT5G06510.1	4.85937	4.76849	5.3547	6.27272	5.72152	6.00706	4.1908	2.98276	4.38838
jgi|MoeNVP64_1|370208|gm1.9512_g	NA	NA	NA	0	0	0	0	0	0
AT5G06490.1	0.716057	0.077154	0.297405	0.183453	0.314617	0.093474	0.108386	0.318047	0.272957
jgi|MoeNVP64_1|355258|fgenesh1_kg.17_#_337_#_TRINITY_DN10480_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT5G06470.1	0.709618	0.819454	1.12034	0.940635	0.658435	0.958552	0.740985	0.902738	1.17106
AT5G06460.1	11.396	10.7983	11.1272	10.7924	12.0206	10.8851	11.1743	10.9635	11.8845
AT5G06450.1	22.7742	20.2498	21.2381	20.5527	21.5085	22.9727	18.5626	21.4955	21.5536
AT5G06440.6	0	0	0	0	0	0	0	0	0
AT5G06440.5	0	0.568633	0.741063	0	0.205431	0.878394	0.254076	0	0.100194
AT5G06440.4	0	0.107841	0	0	0.112874	0.132908	0	0	0
jgi|MoeNVP64_1|89032|CE88511_9512	NA	NA	NA	0.501317	0	0	0	0.5432	0.532788
jgi|MoeNVP64_1|351426|fgenesh1_kg.13_#_751_#_TRINITY_DN5235_c0_g1_i1	NA	NA	NA	0.030283	0	0.038575	0.019879	0	0.010728
AT5G06440.1	0.612833	0.850756	0.24467	0.334559	0.339593	0.184924	0.409345	0.773548	0.155121
AT5G06420.1	1.80595	1.79273	2.28572	1.76957	2.04754	2.03061	1.75656	2.00721	2.20178
AT5G06410.1	9.8018	8.66394	10.7491	8.5133	8.33075	10.3068	9.65383	10.1927	9.54892
AT5G06390.1	29.7334	28.4823	28.51	29.1432	29.4864	28.5033	26.2991	28.5381	30.758
AT5G06350.1	6.11125	6.72987	6.31792	6.0611	6.87211	6.6187	6.90378	6.50997	6.74619
AT5G06330.1	10.5791	6.45933	7.97385	7.96626	7.56699	8.55658	4.78634	6.87619	7.35425
AT5G06320.1	37.3859	17.269	27.4137	25.0617	23.8316	25.6833	17.5673	23.2892	31.4202
AT5G06300.1	36.2038	24.515	24.1763	25.0665	23.3166	25.7191	16.4654	21.9453	21.7239
AT5G06290.1	15.6433	14.0075	16.0618	14.615	15.5081	14.9986	15.5971	14.7754	15.2938
AT5G06280.1	27.8852	19.7238	22.1188	23.5489	18.6493	25.2032	14.991	20.3883	20.9065
AT5G06265.1	6.71289	7.54354	5.11772	6.31091	4.53555	7.54494	5.50313	4.67677	5.19447
AT5G64130.2	574.948	500.449	494.432	524.632	483.246	486.224	462.256	493.15	504.228
AT5G06250.4	1.51316	0	0	0	0	0	0	0.746085	1.08321
AT5G06250.3	0.282307	0.778365	0.50666	0.208023	0.750478	0.589905	0.513432	0.286846	0
AT5G06250.2	0	0	0	0	0	0.497867	0	0	0
AT5G06240.1	16.2877	17.1354	16.3068	15.9283	16.023	16.057	15.1131	16.1161	17.769
AT5G06230.1	3.65855	2.38571	2.37654	2.74071	1.96755	3.36124	1.24268	2.18237	2.4115
AT5G06220.2	0.844575	0.669333	1.07495	0.910619	0.878552	0.934081	1.29449	0.518923	0.795737
AT5G06220.1	0	0	0	0	0	0	0	0	0
AT5G06210.1	22.7058	21.4193	21.147	21.3608	21.3209	22.0868	26.2922	24.7884	22.0011
AT5G06200.1	18.2858	22.2187	21.0095	19.4445	23.13	19.4386	19.216	21.8691	21.0762
AT5G06180.3	1.0102	0.356951	0.731811	0.632259	0.672874	0.914246	1.83927	0.857156	1.20344
AT5G06180.1	3.99315	5.30053	4.60152	4.27497	4.9471	4.17518	4.25086	4.45486	4.69837
AT5G06130.2	14.5733	12.4713	15.6853	14.9762	14.6632	15.363	14.0693	14.226	15.0696
jgi|MoeNVP64_1|382474|estExt_Genemark1.C_12_t10405	NA	NA	NA	0	0	0	0	0	0
AT5G06120.5	4.71134	4.17333	3.8359	3.85937	4.16368	2.84544	3.97602	2.8731	6.67745
jgi|MoeNVP64_1|347509|fgenesh1_kg.10_#_931_#_TRINITY_DN5547_c0_g1_i1	NA	NA	NA	0.031255	0.019143	0.019906	0	0	0
AT5G06120.2	0	0	0	0	0	0	0	0	0
AT5G59580.1	0.039169	0.011958	0.026339	0.022746	0.013932	0	0.011199	0.03697	0
AT5G06120.1	0	0	0	0	0.353606	0	0	0	0
AT5G21950.1	0	0	0	0	0	0	0	0	0
AT5G06110.1	24.403	24.7245	23.6812	24.5031	25.888	26.1891	26.1017	25.5194	27.2068
jgi|MoeNVP64_1|333060|fgenesh1_kg.2_#_1862_#_TRINITY_DN7289_c1_g1_i2	NA	NA	NA	0.026126	0	0	0.025726	0	0.013883
AT5G06090.1	1.92366	1.93162	2.08061	1.93811	1.63223	1.91587	1.57048	1.49846	2.31725
AT5G06080.1	0.407909	0.373588	0.411447	0.488564	0.272037	0.226305	0.612288	0.336879	0.330422
AT5G06070.1	0	0.092424	0	0	0.035894	0	0.057706	0.03175	0
jgi|MoeNVP64_1|375273|estExt_Genemark1.C_1_t30098	NA	NA	NA	0	0	0	0	0	0
jgi|MoeNVP64_1|342886|fgenesh1_kg.7_#_1766_#_TRINITY_DN5468_c0_g1_i1	NA	NA	NA	0.004814	0	0.006132	0.00237	0	0
AT5G06050.1	8.69482	8.80616	8.1758	7.95361	8.6059	8.32188	9.11981	8.96099	8.76681
jgi|MoeNVP64_1|340145|fgenesh1_kg.6_#_770_#_TRINITY_DN8855_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT5G06040.1	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|352315|fgenesh1_kg.14_#_200_#_TRINITY_DN7718_c0_g1_i3	NA	NA	NA	0	0	0	0	0	0
AT5G06030.1	0	0	0	0	0	0	0	0	0
AT5G06010.1	0	0	0	0	0	0	0	0	0
AT5G06000.1	3.53649	4.67191	3.95631	3.39794	4.07093	4.56615	4.06289	4.79446	3.82951
AT5G05990.1	9.55099	10.0758	10.2411	9.29703	8.90654	9.47411	10.8448	9.01472	9.88066
AT5G05987.1	12.0144	11.7371	10.1951	10.7645	11.5177	10.4955	11.0904	9.79186	11.4403
AT5G38900.1	0	0	0	0	0	0	0	0	0
AT5G05980.2	0	0	0	0	0	0	0	0	0
AT5G05980.1	19.7224	19.823	20.7028	19.1039	21.2879	20.202	20.7656	19.1011	20.9818
jgi|MoeNVP64_1|321466|fgenesh1_pg.7_#_559	NA	NA	NA	0	0	0	0	0	0.194309
AT5G05970.2	1.06871	0.644526	0.80709	1.1157	2.04464	0.345413	1.51662	1.00418	1.04793
AT5G54350.1	0	0	0	0	0	0	0	0	0
AT5G05965.1	0	0	0.299139	0.602774	0.316452	0.109689	1.1023	0.746438	0.549098
AT5G05930.7	0	0.874449	0.176261	0.121475	0.502343	0.461867	0.40433	0.776418	0.825665
AT5G05930.3	0.352855	0.126378	0	0.362952	0	0	0.230906	0.281211	0.216786
AT5G05930.2	0	0	0	0	0	0	0	0	0
AT5G05930.1	9.05762	9.86286	9.27725	8.7833	9.50412	9.75375	10.0282	9.06493	10.2235
AT5G22660.2	1.33697	1.58337	1.35946	1.62315	1.69949	1.84026	1.54676	1.93753	1.64841
AT5G05920.3	0	0	0	0	0	0	0	0	0
AT5G05920.1	7.90947	8.44091	7.961	7.86363	7.71692	8.17486	7.62684	8.02486	8.53492
AT5G45210.5	0	0	0	0	0	0	0	3.91598	0
AT5G05910.1	0	0	0	0	0.074909	0	0	0	0.06499
jgi|MoeNVP64_1|353553|fgenesh1_kg.15_#_514_#_TRINITY_DN3078_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0.052143
AT5G05900.1	2.64572	2.95355	2.37658	2.31609	2.80908	2.81882	2.73224	3.11836	3.09514
AT5G05890.1	12.8565	15.5808	13.754	15.4071	17.7094	16.2395	17.8445	17.7484	16.4705
jgi|MoeNVP64_1|137715|CE137194_1889	NA	NA	NA	0.003862	0	0.00492	0	0	0.002052
AT5G05880.1	8.36198	8.24754	7.52084	7.50114	8.19429	8.11309	7.10489	9.0819	9.55189
AT5G05850.1	4.56973	3.65162	4.49414	3.94078	3.83996	3.90429	3.35129	4.23766	4.49488
AT5G05830.1	10.2437	10.1091	11.0134	10.2719	11.0577	10.1768	11.6471	10.9052	10.8799
AT5G05820.1	16.7723	14.1885	14.2704	14.9631	14.527	13.0935	14.551	15.3069	16.3963
AT5G05810.1	0.640887	0.464111	0.360808	0.402468	0.524823	0.380366	0.66477	0.492362	0.538116
AT5G05800.1	8.9487	8.48589	8.41393	8.64579	8.23896	8.86026	9.38512	9.16878	10.0194
AT5G05780.2	0	0	0	0	0	0	0	0	0
AT5G05760.1	7.93334	7.00385	7.65592	6.61153	7.44783	7.42729	7.23003	8.20788	7.55622
AT5G05730.1	12.445	12.4977	15.4293	13.6315	15.9369	14.7107	15.6717	17.7455	18.2233
AT5G05720.1	0	0	0	0.011435	0	0	0	0	0.012153
AT5G05700.2	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|415967|estExt_fgenesh1_pg.C_120189	NA	NA	NA	0	0	0	0	0	0
AT5G05700.1	11.7839	10.2117	10.6513	11.1546	10.1119	10.7495	8.59668	10.4988	11.0721
AT5G05690.3	0	0	0	0	0	0	0	0	0
AT5G05690.2	0	0	0	0	0	0	0	0	0
AT5G05675.1	0	0	0	0	0	0	0	0	0
AT5G05657.1	0	0.080661	0	0	0.093977	0	0	0	0
AT5G63870.1	15.6263	16.5124	16.6801	15.195	16.3025	16.4327	14.9874	14.9865	15.2683
AT5G05650.1	0	0	0	0	0	0	0	0	0
AT5G05635.1	0	0	0	0	0	0	0	0	0
AT5G05630.1	0.926042	1.03297	0.766422	0.692895	0.861452	1.05387	1.04889	0.907663	0.956211
AT5G05620.1	9.33593	10.2084	9.36412	9.31703	10.3052	9.94659	9.85946	10.1214	9.76896
AT5G05610.1	36.0399	35.2676	36.9365	34.4453	36.6361	35.6288	35.9038	38.4157	37.6794
AT5G05600.2	0.279436	0.401775	0	0	0	0	0.418483	1.22215	0
AT5G05600.1	10.0891	7.24664	8.89275	7.85484	7.92297	7.3275	2.77393	5.14352	5.80321
AT5G52750.1	1.61464	2.41275	2.57155	1.7766	3.08309	2.35734	4.08192	3.68963	2.75352
AT5G05590.4	0	0	0	0	0	0	0	0	0
AT5G05570.2	8.28276	7.70364	7.04786	7.90778	8.19269	7.41999	7.02273	7.89861	8.47476
AT5G05570.1	0	0	0	0	0	0	0	0	0
AT5G05550.3	0.526995	0.888794	0	1.49749	1.29157	1.08075	1.06761	1.47937	2.06149
AT5G05540.2	0.142582	0.090034	0.23481	0.545412	0.532133	0.756953	0.675945	0.770772	0.272907
AT5G59950.3	0	0	0	0	0	0	0	0	0
AT5G05540.1	14.0404	15.2675	13.144	12.8681	15.9531	14.8222	14.4994	15.6622	15.1178
AT5G05530.1	0.165604	0.075835	0.250561	0.10819	0.132531	0.183752	0.213067	0.039076	0.076655
jgi|MoeNVP64_1|414659|estExt_fgenesh1_pg.C_9_t10455	NA	NA	NA	0.02851	0	0	0.028073	0	0
jgi|MoeNVP64_1|332194|fgenesh1_kg.2_#_996_#_TRINITY_DN10482_c0_g1_i1	NA	NA	NA	0.013227	0.016203	0.016849	0	0	0.070287
AT5G05520.1	14.7619	13.9113	14.4809	14.8062	14.6759	14.0327	14.617	15.0398	15.0052
AT5G05510.1	3.23758	3.88894	3.03958	2.78764	3.49453	3.35748	2.94789	2.97352	3.22777
AT5G38865.5	0.234987	0	0	0	0.235573	0	0	0	0
AT5G05500.1	42.7799	30.2199	29.0738	34.8833	34.5945	31.5034	15.7965	36.6207	33.5213
jgi|MoeNVP64_1|82592|CE82071_720	NA	NA	NA	0	0.024613	0	0	0	0
jgi|MoeNVP64_1|374425|estExt_Genemark1.C_1_t10145	NA	NA	NA	0	0	0	0	0	0
jgi|MoeNVP64_1|283122|e_gw1.15.238.1	NA	NA	NA	0	0.022972	0	0.018466	0	0
AT5G05490.2	0	0	0.073061	0.094641	0.077289	0.110509	0	0.136731	0.125728
AT5G05490.1	0.25775	0.130242	0	0	0	0	0.099106	0	0
AT5G05480.1	4.34663	4.03151	4.04065	4.05899	4.30398	3.84202	4.02843	4.18949	4.16034
AT5G05450.1	10.2187	11.2168	10.1352	10.1068	11.6321	10.3498	10.3911	11.9353	12.5578
AT5G05440.1	59.0877	45.1335	46.5981	54.1899	53.9084	63.5196	48.6903	80.3678	67.2645
jgi|MoeNVP64_1|332082|fgenesh1_kg.2_#_884_#_TRINITY_DN5931_c0_g2_i2	NA	NA	NA	0.009963	0.006102	0.003173	0.002453	0	0.007942
AT5G05430.2	0.594867	0.186793	0	0.2961	0.214192	0.377175	0.328011	0.813642	0.434247
jgi|MoeNVP64_1|26330|CE25809_2247	NA	NA	NA	0.032457	0.01988	0	0.03196	0	0
AT5G05430.1	0	0.067389	0.309237	0	0.214327	0	0	0.33057	0.281577
jgi|MoeNVP64_1|377250|estExt_Genemark1.C_4_t10159	NA	NA	NA	0	0	0	0	0	0
AT5G05410.2	0	0	0	0	0	0	0	0	2.55755
jgi|MoeNVP64_1|357266|fgenesh1_kg.19_#_579_#_TRINITY_DN9253_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
AT5G05410.1	18.2843	13.274	13.6729	20.43	18.5093	19.587	9.68909	12.6496	10.8213
AT5G05390.1	0.351008	0.56947	0.495675	0.454265	0.684881	0.411729	0.507524	0.321834	0.584909
AT5G05380.3	2.18871	0	4.7546	0	0	4.62343	0	4.64567	0
jgi|MoeNVP64_1|333102|fgenesh1_kg.2_#_1904_#_TRINITY_DN6108_c1_g1_i2	NA	NA	NA	0.134662	0.109973	0.171534	0	0	0.095411
AT5G46710.3	0	0	0	0	0	0	0.086778	0	0.075337
AT5G05380.2	0	1.6695	0	0	0	0	0.394876	0	0
jgi|MoeNVP64_1|97881|CE97360_731	NA	NA	NA	0	0	0.012982	0	0	0
AT5G05365.1	11.0689	10.1376	12.0953	14.4628	9.84258	13.3054	9.49422	10.4474	11.955
AT5G05360.2	0	4.34133	0	2.85753	0	0	0	0	2.62288
AT5G44785.2	0.721746	0.094481	0	0	0	0.802685	1.15092	0.292408	0
AT5G05360.1	41.1434	36.067	40.9574	38.6476	38.8611	41.7372	45.7029	47.6384	41.4367
AT5G05310.9	0	0	0	0	0	0	0	0	0
AT5G05310.6	0.307715	0.223421	0.590057	0	0.330254	0.390274	0.473825	0.459973	0.797285
AT5G05310.4	0	0	0	0	0	0	0	0	0
AT5G05310.3	0	0	0	0	0	0	0	0	0
jgi|MoeNVP64_1|406216|MIX13462_738_36	NA	NA	NA	0	0	0.040718	0.015738	0	0
AT5G05310.1	0	0	0	0	0	0	0	0	0
AT5G05280.1	0.618372	0.424757	1.14352	0.583537	0.989753	0.686137	0.884002	0.291825	0.477053
AT5G05240.2	0	0	0	0	0	0	0	0	0
AT5G05230.1	7.92954	6.48876	7.38976	6.99733	6.69541	7.01968	6.04739	6.83349	7.29297
AT5G05220.1	0	0	0.097719	0	0.051687	0	0.041548	0	0
AT5G05210.2	0	0	0	0	0	0	0	0	0
AT5G05180.3	0	0.413862	0	0.235064	0	0	0.334936	0.317439	0.516415
jgi|MoeNVP64_1|353773|fgenesh1_kg.15_#_734_#_TRINITY_DN20081_c0_g1_i1	NA	NA	NA	0	0	0	0	0	0
jgi|MoeNVP64_1|132556|CE132035_4449	NA	NA	NA	0	0	0	0	0	0
AT5G54440.1	12.9397	13.1054	12.8009	10.9913	12.3285	10.9314	11.8289	12.7448	13.5331
AT5G35069.1	0	0	0	0	0	0	0	0	0
